Aquafina,16.9,Drinks,Sams,5.68,32,1.50
Pure Life,16.9,Drinks,Sams,6.54,40,1.50
Fiji Artisan Water,16.9,Drinks,Sams,21.98,24,2.25
Hint Water,16.0,Drinks,Sams,16.48,18,2.00
Vitamin Water,20.0,Drinks,Sams,19.98,20,2.00
