Celcius Asst.,12,Drinks,Sams,23.98,18,3.00
Monster,16,Drinks,Sams,36.78,24,3.25
Monster Zero,16,Drinks,Sams,36.78,24,3.25
Red Bull,8.4,Drinks,Sams,38.98,24,3.50
S. F. Redbull,8.4,Drinks,Sams,38.98,24,3.50
Alani,12,Drinks,Sams,17.98,12,3.00
